lat,long
-24.922599,-46.359261
-6.108848,-168.979981
-33.025401,46.886129
82.424752,162.168705
4.470053,-8.664056
75.773716,-99.196240
8.190559,-86.496341
74.669187,-149.199490
60.621853,-117.601098
12.169701,-156.376588
1.085328,76.124192
66.185054,-62.580410
-74.672622,93.722251
-7.636413,162.518373
33.074767,-37.660172
2.633509,49.899413
-3.988388,59.392136
-21.211361,-21.396575
-42.413859,-166.220616
-75.764971,113.572487
-80.494207,-84.564990
42.624953,-93.654741
14.230935,88.631005
-43.073583,-85.512571
-77.467226,105.527813
-42.178208,55.515289
11.481165,-163.059085
-81.211272,47.576069
-37.122006,-12.589356
65.042053,-13.995563
-17.937328,167.826056
4.058179,49.822251
74.877307,57.743833
20.496296,-145.394691
-26.451906,138.166694
67.648537,-82.580755
36.413140,87.317238
63.254695,48.076328
65.703173,-153.243346
5.885325,-23.370848
-52.719047,-87.989273
31.592778,-17.599776
-79.769953,-56.229620
26.824550,97.563216
60.604799,-54.493793
12.889931,42.602684
-36.652792,-91.454510
61.002670,-173.467795
-82.408286,125.366355
38.490852,-132.802667
38.422535,-17.933893
-28.064842,71.983221
-62.462520,-64.562009
28.657157,-146.827921
-65.018654,-130.516056
-63.432681,-14.166545
9.363047,159.470017
-87.601624,37.392147
-33.097595,-67.520063
-29.387393,144.786186
39.284404,9.050050
-1.727613,-131.858633
24.694439,-65.400304
-31.350728,50.885527
64.990566,35.503436
47.062555,-95.710701
-5.585393,20.373403
8.757384,-161.721348
23.741472,50.756382
-84.730018,66.493321
19.674726,-67.545718
-33.485973,-123.861515
-56.930471,-166.318830
60.336496,-54.498533
-36.296107,-43.958804
-65.650617,8.257224
70.823513,-16.509987
11.383682,-165.793645
86.943008,-39.785169
-60.252709,14.386317
-1.172798,30.758230
-32.473685,99.905143
-79.571283,-98.537100
-61.942263,-158.001132
37.911805,-135.153501
-46.834923,-89.841714
-60.386114,-35.734944
-68.789228,-44.674959
64.142074,-44.697864
40.397691,21.135861
36.266043,82.677329
73.475232,-136.636987
-47.485356,-57.012573
-87.439812,140.212619
-21.909386,-39.031108
-47.841757,-8.368322
29.476240,-30.555043
40.807773,43.231641
14.604657,-15.585731
28.195516,-150.397841
60.888833,134.759639
-35.203796,-86.910249
-51.888628,129.590456
41.025479,132.715983
71.246598,61.148764
-37.350850,-147.684548
-10.321006,-114.687267
88.021586,67.428353
-39.890390,-20.446269
79.938202,-15.925926
8.679231,-49.343981
-20.152074,-46.339610
-20.316165,-143.944418
-81.041820,125.520458
71.936464,-131.383999
59.343377,41.620003
85.383608,-36.056930
-43.960966,-84.098755
-42.140449,-24.279202
4.101524,87.091128
-61.148014,138.160806
-53.285013,-87.944018
72.797865,-142.891286
-83.254788,-148.475532
23.517324,-161.204403
-6.361186,125.380245
11.265887,-97.094703
-36.913260,62.605210
36.863259,15.407525
70.984144,51.928079
17.183749,-59.202899
48.250535,82.326999
53.752931,-169.651553
-82.921956,-99.192093
17.143378,179.151449
-76.598573,-29.626695
74.510666,-28.135838
23.512297,139.266396
-80.383791,113.797577
83.356231,-110.137709
51.848088,81.488137
68.719849,-102.331633
-79.023156,-173.268869
73.958253,111.577405
-19.623685,23.071236
59.135190,-7.191760
-67.959176,94.182824
-83.797660,-88.240737
-71.707130,-112.663929
2.496970,-73.371561
-85.286197,-133.881762
2.823754,104.729891
-70.241437,172.514389
37.579468,119.653498
88.691824,-137.510049
38.309178,-96.071624
-52.664664,-44.147584
64.390130,-118.092214
-2.239461,-10.418520
71.213471,98.772229
89.866485,99.996219
84.904306,6.590587
6.196626,-28.332958
-52.642525,-42.268276
-39.350324,-134.587238
89.391982,-22.692118
53.116086,36.700967
68.980256,53.921428
57.400661,118.683085
-75.822094,178.951336
53.504381,-70.251299
-36.565461,-79.606157
67.374370,79.886446
87.205675,-18.456130
-43.538371,-87.866708
-9.207585,3.275191
-73.476243,-92.110222
-85.922648,70.008440
59.391588,11.801681
-51.842641,134.920665
10.515764,85.924732
-31.186314,-25.161603
-39.326384,-12.310023
-41.149929,38.281292
-3.641228,126.542006
39.068754,-147.533739
19.823131,-112.921884
34.400417,120.070656
0.197392,-170.339945
47.177862,84.947569
-45.115081,99.643539
-88.472215,-81.854485
-44.546326,-84.015187
-76.361143,-120.127329
64.346738,-69.167167
81.115731,64.297224
76.881711,-106.186693
-4.067346,-154.867719
-67.893502,11.459089
32.895976,46.917774
2.369045,1.673736
-72.089795,15.277554
-76.737849,136.235195
72.985292,72.626883
58.071393,-10.142424
-66.128689,8.682747
22.783944,92.723179
-54.890824,-3.160244
-12.116984,-61.364199
-3.540754,-32.832193
17.702049,-49.447038
57.044120,22.678233
-56.465012,67.953137
21.025672,114.761436
71.569473,-26.910622
-80.335300,-56.203335
73.029879,9.589751
-23.595326,4.055305
50.360743,40.511171
17.969597,-39.338424
-70.886896,-30.029181
25.001649,42.117573
-41.232792,-1.719879
-60.596076,62.343696
-5.139248,-166.145519
-27.856530,141.283884
-30.443413,-173.808904
10.032778,61.602121
-66.497640,94.804901
70.432584,164.958238
-77.471655,-165.498417
-61.734987,-105.041581
22.698342,32.925509
44.741810,-165.186914
-52.322323,170.916686
71.442107,-148.636933
70.935838,-107.162739
-24.178854,153.792097
26.284547,-54.001274
-15.930455,-33.849332
67.809646,141.199800
-86.617913,-141.131738
55.212862,103.905476
-52.423693,-37.472645
-16.686392,30.927138
35.988349,26.396993
-21.660117,-18.598775
83.223614,36.582506
-3.399815,122.489614
57.590215,109.899836
85.517272,98.080457
-68.649635,-54.275730
-44.093706,0.483255
3.264808,132.654655
-14.452091,-25.531391
-86.977389,-60.671504
-10.108165,81.807975
22.789110,-74.167966
9.222659,-42.886265
21.053798,135.322442
9.648187,-143.676664
-37.003243,93.422725
29.878778,71.981294
35.679818,172.086307
4.456186,135.056441
-27.599971,71.122170
52.032869,-64.123680
59.403676,5.518905
-45.210085,-68.636409
-64.871456,136.395956
5.745261,12.429984
64.793865,-77.280634
-62.724282,66.137762
55.969259,-117.720282
59.971334,46.391111
-50.771579,-124.757429
-84.004584,67.841997
42.230293,-150.572208
-41.702641,141.199850
23.772700,142.898188
13.263799,72.155291
-89.415126,30.813742
31.711216,20.183196
-2.203677,-55.812339
51.975902,106.001624
42.097559,85.157741
-72.415777,58.374839
36.263104,-1.321735
70.069644,87.887337
13.237874,-156.959625
9.015673,-70.879379
-25.421320,-104.481822
-44.598512,-86.038731
-18.162153,-66.969228
-63.054336,94.199298
-84.908273,-140.554022
-1.906313,-114.496456
-54.791704,15.354277
-65.829290,76.440893
86.299706,105.170386
-36.265976,117.305066
-50.647961,-151.068428
-57.671738,-36.441891
63.030298,152.176791
-39.826059,-114.255948
-67.741893,-93.220568
-38.092931,116.777668
-13.635221,166.694503
67.985636,-58.424191
43.088172,-179.416925
-59.131008,125.299003
-2.470499,-32.373306
-30.511627,-147.993716
64.965651,-37.343567
18.705437,90.797874
32.441943,-22.186392
-50.977151,102.212417
-24.321341,41.038813
22.351549,-78.845891
-6.023645,-88.891993
73.770403,-62.743305
88.279026,-80.769996
-34.299970,164.261461
84.361442,158.858111
-34.724152,-2.551852
-28.829656,-177.543250
-16.790441,-126.589081
18.339766,139.851024
-73.167483,19.236712
-73.069745,-81.287387
0.413689,-106.314692
-80.860548,120.324717
-71.967346,168.124138
14.820403,-55.704568
-28.374587,-41.307707
-17.577374,75.548592
-85.737121,-18.626073
-34.856989,-160.342285
13.106608,-4.340673
1.061067,102.685403
10.307805,118.954952
-71.473767,12.687932
-57.997673,1.468437
-63.128856,-160.167807
9.729712,24.861174
-34.664618,-75.819371
65.055309,102.620073
-74.654541,67.755777
24.805093,-44.138149
-26.251270,174.175182
-8.414484,7.073525
48.040155,91.884454
-36.041270,97.654351
-37.143563,-30.161844
-22.588585,74.161764
-51.334448,130.144285
19.789344,-179.708469
34.002308,-17.640277
-60.407886,-156.908869
66.971869,50.902191
1.792850,-129.334231
53.168052,41.305074
68.679061,46.622296
39.899958,78.928130
-30.587980,-65.250458
12.092354,-30.532451
-74.595107,-146.968502
-89.425457,-107.223181
27.912563,120.973413
8.912525,-42.224577
-64.801455,70.218251
75.320742,-37.700249
16.102723,-132.246784
-77.059787,-19.030941
82.036381,69.796383
-81.903194,-3.725999
-51.753959,144.462595
-19.977988,-128.296291
-33.181887,-120.446222
-27.497653,48.421543
7.412118,150.684833
-69.415844,-83.639839
87.091435,-75.385184
-36.160822,-16.694146
71.380000,7.307724
80.553039,126.719631
-44.881575,-165.148084
34.444527,-167.284335
-53.594514,83.454672
78.282115,144.916996
-63.615003,-98.865559
45.306026,-59.011790
-71.225659,-60.399373
84.479568,24.763708
78.261271,60.037134
-6.138747,-146.995332
81.165410,-123.572648
-16.256710,57.794265
-86.028787,1.466234
20.270365,-11.681888
71.482736,-30.074770
-27.664079,22.780755
20.412191,-113.232808
8.950059,-39.946740
16.183365,67.250320
0.378992,-25.371806
80.107290,-151.427292
75.614275,-152.695293
-11.048454,66.091411
77.543701,-138.676885
77.990054,176.046103
46.655540,127.885339
-72.333911,119.376814
17.882246,137.120044
-5.558260,121.353111
85.255918,-114.935747
35.277711,-61.082975
-37.458003,-130.533481
-48.728072,-129.193590
-8.882132,-57.986869
-65.068232,-162.170796
-47.968247,28.603050
-14.294926,126.726067
35.538365,50.167032
-69.985061,-43.365825
-50.398394,143.861409
-39.560122,146.440012
-47.338059,36.121243
-3.117152,-5.579809
-59.919976,103.416914
54.128695,66.812773
58.447653,43.377024
56.113791,68.505442
-1.873503,1.983524
-63.709966,146.287084
-30.598636,119.519844
-65.473188,149.163989
68.348219,26.219523
-52.780517,-119.295224
18.710946,-142.152441
9.516865,-81.750361
-45.473943,-79.003724
24.320818,-78.068352
-34.230380,4.729100
-70.531671,-73.139616
-30.725634,16.021617
-48.587710,-6.951309
88.730425,-27.200292
-39.672618,130.269695
82.037034,53.784936
52.173515,-174.545677
-26.803565,-11.907755
15.919672,-21.520882
-23.309061,78.006205
5.661625,148.203388
79.449153,43.397638
68.327124,-19.738476
74.366054,164.608570
75.103506,107.499137
74.860816,99.941092
49.354398,-72.355817
0.657872,-26.581482
24.177888,-8.566602
24.626575,30.990381
80.292734,116.567647
-13.443929,-20.937201
9.328740,-179.038262
37.128782,-48.279956
-11.810669,-128.180237
-37.883487,103.675020
12.506968,-34.596266
79.715792,-5.971073
-9.133143,135.157101
54.160667,65.031445
58.433781,139.145643
-4.556637,-92.900034
45.077646,54.607607
-61.558232,154.748529
-39.190244,28.503116
-20.622318,69.646487
71.784643,130.142752
33.673073,-88.107370
46.868521,-130.972419
21.739864,12.213915
-76.505819,-24.031597
8.786447,149.929533
-54.405101,144.486665
49.629750,-173.826173
78.802780,132.779221
71.601921,-129.855529
-13.348476,147.266137
54.120807,-47.510546
22.342317,-53.903290
-70.033728,-98.046479
-70.140264,-111.307359
-66.323107,-172.703802
-59.122005,103.056036
48.269851,122.923972
-13.394464,-174.660949
-83.086474,85.741563
31.819570,151.592032
70.004673,-124.173863
-36.129491,1.619901
-49.678051,-35.081220
-76.166386,-107.364226
79.238232,108.402771
-79.582821,-145.214597
-55.980758,-71.035721
51.082288,36.805970
-65.488747,38.417018
-12.017444,147.229902
62.777293,82.198860
-12.318518,-81.684015
22.422481,-9.033421
48.245270,-51.342646
-88.743480,26.294546
55.655659,-151.368313
89.567317,-119.000936
-87.258179,-96.126594
38.641498,132.923354
-67.668300,118.178409
29.822561,1.809238
-27.443240,70.289516
42.281178,-14.374011
5.000130,47.421776
-66.418325,171.125879
-67.808926,-145.328829
-89.443077,-174.632783
83.358331,-5.584750
-39.088339,-17.688594
43.776954,160.195461
36.091640,-51.371417
81.885127,132.533820
12.341564,103.022827
-87.096104,172.606443
-77.141369,124.378511
25.333850,63.961904
14.400663,-47.485644
41.822248,117.303912
36.618052,-45.383795
-2.889354,-103.105112
47.321674,140.887040
-62.181800,-58.121975
-33.868403,-45.839850
58.169969,154.403872
53.747681,-142.260343
-32.128436,-161.705249
69.354684,119.143959
-63.969733,163.104040
-56.239715,103.753128
37.030629,-171.317970
-54.699369,138.507369
85.761197,-140.533755
-52.249504,-150.364346
33.591058,-64.903362
41.891355,-114.273355
-54.223393,-67.210244
65.755582,-145.671221
2.534219,87.273491
-82.156690,-116.085410
39.756983,-31.184653
81.726651,-157.266158
-49.548355,82.435969
18.636593,112.525510
-61.213551,121.102684
-49.395114,135.303229
80.615012,179.601747
89.588763,89.428429
17.137140,50.824196
-39.038063,-127.009318
-42.848603,-173.889246
15.693747,-6.401653
-55.168547,-26.801548
19.638479,145.385397
-83.071950,-93.629480
-46.129552,175.746875
48.015977,34.584042
-56.385055,-29.850121
-11.887910,42.555924
31.492750,-110.307324
46.783742,86.550206
18.356975,162.427637
-39.736377,90.590900
33.477204,-4.555414
45.153334,-33.216427
-38.498564,-133.064555
-53.944480,63.378191
-2.709461,172.990693
-12.864190,-174.367480
-40.413016,-84.802877
-78.631137,99.418891
22.969563,-42.012680
-42.292619,167.527513
-17.117503,-116.407076
4.898833,-110.896133
-77.989905,-101.870060
-84.084749,-68.925119
-28.038233,159.185800
-9.130315,16.222586
-44.044499,-144.038922
-39.210022,-113.291225
-62.111962,60.510048
-84.470520,24.930352
-28.022235,91.049823
62.211963,-1.694737
52.555582,18.213614
34.357865,-36.048385
48.771509,125.576245
-22.371730,47.951963
50.613507,108.912655
-67.213541,-76.992103
52.462014,-31.004340
-24.703925,164.882650
-27.972261,116.075912
12.134693,-152.202488
-22.380598,-46.436186
49.651978,-96.026520
-51.542147,-115.688625
69.114019,107.552978
-18.500851,-9.775206
11.241247,-46.545308
52.379211,-6.542180
-73.582977,172.238625
-64.707189,-85.308541
-34.734298,-65.592779
-56.739276,-5.473012
-41.659587,-138.931069
58.599501,172.018181
-44.376449,154.667657
18.316903,148.188502
22.751785,0.561938
48.953924,103.605337
45.840429,-29.731115
-10.214413,-11.281150
-46.656399,159.273191
-30.510422,127.043796
-47.059950,-83.900124
-78.120824,-95.676347
36.233699,122.405408
84.410334,-32.134255
51.700923,-172.388693
5.356921,144.744367
35.434226,-176.873536
67.695169,168.929830
-35.578968,-72.573743
58.096792,136.159003
7.579311,147.006111
-48.810862,-75.617133
-58.324435,-111.719363
-50.380677,18.738461
-9.005593,-18.366595
-19.230775,-69.836792
9.022100,-23.483004
6.483878,-23.747599
51.469279,-165.543667
-51.145148,-169.002334
67.380381,26.957231
-4.917778,-74.635171
45.079002,-47.875666
50.493357,134.364308
-68.947417,166.536366
55.073137,-170.508843
-53.792573,-138.049787
36.811509,-67.278084
3.010076,-125.391920
-63.951764,-57.768036
-33.437184,54.370534
-54.160470,-68.197566
76.730006,-178.498155
2.525432,89.834985
88.597595,-16.938746
-65.121138,31.088937
64.679685,15.851850
61.471658,67.762765
4.119145,75.281485
78.810911,159.252637
13.829419,84.805276
-32.087748,-160.020054
-59.139526,31.897140
37.632565,16.355699
0.004091,-106.601138
-17.086837,45.811960
49.622946,139.510461
55.850879,171.668889
-50.557364,-40.155945
8.479000,-60.837747
67.810436,-94.151908
75.451876,-165.539080
76.861962,21.570540
-70.809556,-97.457856
-22.064116,71.828094
-27.968890,-34.408952
-13.930069,-121.206115
-85.143327,22.793368
-72.496336,-136.957565
-77.373640,-61.147123
70.702717,-8.545600
-47.092048,16.709090
15.965645,140.016950
-43.744228,66.116975
70.133853,131.223732
50.192861,176.714611
7.219984,93.350808
25.372898,-118.034866
17.770712,-179.652554
-81.907101,10.407008
32.264711,-120.322997
-60.156573,-123.637572
81.730296,-0.395526
-25.102043,-42.262996
53.058750,8.991863
75.478060,-106.932120
55.957300,-6.091814
63.534361,-29.742821
30.581571,110.725485
55.263883,-77.694513
-76.961511,113.473627
-8.161796,59.101721
-43.006628,176.207912
45.366907,24.307360
-36.939008,71.952413
25.358667,3.848393
-44.822678,-21.821035
37.389382,30.288794
16.226957,120.788780
68.345578,-108.003444
-76.770623,69.374910
66.309480,-79.879373
7.634174,121.162071
-83.668313,53.987024
85.626360,-79.619288
-51.125835,-176.889245
-30.228428,115.184682
-75.162966,-58.758000
-18.285850,48.858937
-81.629278,-61.889432
-84.749472,79.802592
-61.442777,74.017627
57.047686,133.915678
-84.869929,-128.528051
-6.704871,-122.756418
-86.795168,-31.132945
35.552099,-138.086972
18.321830,18.171353
-82.330866,-170.839823
80.297822,-71.192842
22.732265,174.025813
27.739370,-4.098684
65.514463,8.857214
17.717675,19.241349
77.670316,-141.931970
-24.032979,90.070801
-35.510010,-28.891567
73.767363,99.734182
-6.216106,-107.278541
10.078731,103.130900
-15.463384,174.686901
89.750827,-76.871674
-76.446536,-12.914757
15.647114,84.050357
51.015968,-70.279709
3.936241,-88.141833
-77.340360,-53.296436
-47.256316,162.371248
71.760790,75.765732
-61.782491,154.462525
-80.336868,39.945136
27.018320,32.139010
-88.500210,-116.985780
-71.471926,152.595479
64.935712,-148.833990
-80.115306,43.136501
-17.302000,-67.024607
38.236517,148.740221
-44.659586,-141.645677
-36.699430,-179.746877
40.060846,-18.796037
-13.672092,-125.147662
35.554429,-110.935790
87.676249,-126.516498
30.442246,-171.925851
32.721838,-126.111758
-58.727167,-47.503576
63.002606,112.523518
-76.369124,171.666738
-46.874505,29.737177
27.193250,-1.215462
42.807051,170.897568
74.016964,55.083931
-13.563435,83.071264
3.156485,64.960739
45.573957,-136.978275
58.040964,-62.112098
-74.117969,134.248175
-72.616763,-126.998792
33.311298,43.302426
1.446363,-108.856590
62.411204,-114.069418
-58.821664,96.093247
-8.620350,-23.465503
-60.380626,73.143826
-77.325513,-30.731231
69.488227,97.873618
42.800970,-2.806438
-26.943829,-58.654437
87.045807,69.808106
-53.248456,-96.997880
16.867208,-87.347029
64.385048,-159.950118
-19.238582,5.785703
67.820878,-165.533641
-19.486301,107.174358
-48.006861,-149.472799
52.367969,19.531377
-23.051192,-148.908946
-1.239555,-92.917401
27.910117,-56.363191
50.546957,-33.977291
-23.896585,-178.008087
25.414854,115.112716
39.174347,-74.460086
34.385133,-20.026681
19.436980,-20.583093
-11.526944,50.715213
2.586753,-14.181186
-75.475722,-80.994459
-49.012454,-54.854296
80.800923,-42.833215
44.875486,155.571292
-83.712108,138.525898
-15.858936,-126.095056
77.555463,91.519313
72.583495,-157.169701
82.552676,-61.102142
-1.541207,-158.748819
68.063211,-130.214926
-32.037604,17.481599
10.747596,-27.531361
75.638975,84.429255
-21.749901,-151.672443
72.519610,123.019873
-35.272727,54.076922
41.592476,51.335545
-76.600840,-155.509312
-81.418119,161.413172
55.825881,13.663354
89.301512,159.713320
-47.080054,67.305268
-34.207519,-83.717655
-72.579407,73.850624
-55.616720,25.269774
-55.789162,58.945620
-49.705183,-114.130870
-25.530772,151.814379
61.548453,133.408446
-56.376387,-100.990898
13.032994,-66.819752
-64.291650,122.113314
-70.685764,-36.321277
-51.035062,158.061849
-67.886249,-61.992722
27.867711,-87.105547
-39.152738,136.013325
65.997184,-123.377132
71.564995,-115.778375
77.958169,-128.746560
36.956460,77.885555
-43.951663,-22.174792
81.531245,104.015490
73.897850,140.961221
-56.014461,66.520589
-66.186098,-34.001554
-59.337212,28.814683
13.156939,-105.590491
74.415343,1.712354
-16.145321,-94.343494
9.923704,-102.788620
-7.728343,-43.151894
-77.455685,-140.653925
-14.296530,111.263113
-60.146250,174.828991
-49.755821,-11.546485
56.384688,25.575388
78.967911,-48.290209
-49.542221,14.646757
37.006569,-114.985588
-22.778743,176.044146
-8.676409,-86.162036
11.856669,31.891620
-19.901251,-83.148782
2.756070,91.307916
48.687765,115.776347
51.581113,142.226301
32.633269,-170.687396
74.730460,-138.035455
70.682172,147.981902
-58.682277,-73.831424
-56.074924,-90.998158
57.547374,6.673494
44.076782,64.398285
59.131293,-54.235663
-24.920263,92.235792
29.073327,177.402670
-83.312161,-160.606496
39.172287,-73.868016
-65.839047,-136.619043
-16.390459,-124.477547
37.325910,162.642118
